X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
13.064304,55.686799,0,0,191,4.58,,,,,,,,,,,,,,,,,,,,,,
13.063325,55.686182,0,0,192,2.39,,,,,,,,,,,,,,,,,,,,,,
13.059219,55.691065,0,0,193,5.32,,,,,,,,,,,,,,,,,,,,,,
13.059219,55.691065,0,0,194,5.32,,,,,,,,,,,,,,,,,,,,,,
13.05859,55.691812,0,0,195,6.16,,,,,,,,,,,,,,,,,,,,,,
13.057836,55.692596,0,0,196,6.2,,,,,,,,,,,,,,,,,,,,,,
13.057345,55.693064,0,0,197,6.01,,,,,,,,,,,,,,,,,,,,,,
13.056374,55.693865,0,0,198,3.68,,,,,,,,,,,,,,,,,,,,,,
13.056374,55.693865,0,0,199,3.68,,,,,,,,,,,,,,,,,,,,,,
13.056839,55.693493,0,0,200,4.16,,,,,,,,,,,,,,,,,,,,,,
13.05658,55.693449,0,0,201,2.78,,,,,,,,,,,,,,,,,,,,,,
13.055923,55.693371,0,0,202,2.63,,,,,,,,,,,,,,,,,,,,,,
13.055314,55.693237,0,0,203,1.59,,,,,,,,,,,,,,,,,,,,,,
13.055021,55.693146,0,0,204,1.04,,,,,,,,,,,,,,,,,,,,,,
13.055052,55.693007,0,0,205,1.35,,,,,,,,,,,,,,,,,,,,,,
13.055129,55.692911,0,0,206,1.37,,,,,,,,,,,,,,,,,,,,,,
13.055139,55.692799,0,0,207,1.37,,,,,,,,,,,,,,,,,,,,,,
13.055307,55.692501,0,0,208,1.33,,,,,,,,,,,,,,,,,,,,,,
13.05536,55.69228,0,0,209,0.74,,,,,,,,,,,,,,,,,,,,,,
13.055549,55.691946,0,0,210,0.76,,,,,,,,,,,,,,,,,,,,,,
13.05564,55.691575,0,0,211,0.82,,,,,,,,,,,,,,,,,,,,,,
13.05564,55.691575,0,0,212,0.82,,,,,,,,,,,,,,,,,,,,,,
13.05575,55.690887,0,0,213,0.93,,,,,,,,,,,,,,,,,,,,,,
13.055879,55.689424,0,0,214,1,,,,,,,,,,,,,,,,,,,,,,
13.056017,55.689149,0,0,215,1,,,,,,,,,,,,,,,,,,,,,,
13.056058,55.688663,0,0,216,1,,,,,,,,,,,,,,,,,,,,,,
13.056048,55.688477,0,0,217,1,,,,,,,,,,,,,,,,,,,,,,
13.055999,55.68842,0,0,218,1,,,,,,,,,,,,,,,,,,,,,,
13.055686,55.688219,0,0,219,1,,,,,,,,,,,,,,,,,,,,,,
13.055646,55.688179,0,0,220,1,,,,,,,,,,,,,,,,,,,,,,
13.055623,55.688082,0,0,221,1,,,,,,,,,,,,,,,,,,,,,,
13.055561,55.688017,0,0,222,1,,,,,,,,,,,,,,,,,,,,,,
13.055331,55.687859,0,0,223,1,,,,,,,,,,,,,,,,,,,,,,
13.055428,55.68764,0,0,224,0.68,,,,,,,,,,,,,,,,,,,,,,
13.055449,55.687484,0,0,225,0.53,,,,,,,,,,,,,,,,,,,,,,
13.055625,55.686927,0,0,226,0.05,,,,,,,,,,,,,,,,,,,,,,
13.055896,55.686343,0,0,227,-0.16,,,,,,,,,,,,,,,,,,,,,,
13.055885,55.686284,0,0,228,-0.2,,,,,,,,,,,,,,,,,,,,,,
13.056015,55.685876,0,0,229,-0.19,,,,,,,,,,,,,,,,,,,,,,
13.056015,55.685794,0,0,230,-0.18,,,,,,,,,,,,,,,,,,,,,,
13.056056,55.6857,0,0,231,-0.18,,,,,,,,,,,,,,,,,,,,,,
13.056146,55.685601,0,0,232,-0.58,,,,,,,,,,,,,,,,,,,,,,
13.056115,55.685554,0,0,233,-0.3,,,,,,,,,,,,,,,,,,,,,,
13.056191,55.685382,0,0,234,-0.31,,,,,,,,,,,,,,,,,,,,,,
13.056672,55.684676,0,0,235,-0.22,,,,,,,,,,,,,,,,,,,,,,
13.056728,55.684651,0,0,236,-0.2,,,,,,,,,,,,,,,,,,,,,,
13.056824,55.684647,0,0,237,0,,,,,,,,,,,,,,,,,,,,,,
13.056954,55.684464,0,0,238,0,,,,,,,,,,,,,,,,,,,,,,
13.056868,55.684444,0,0,239,-0.04,,,,,,,,,,,,,,,,,,,,,,
13.056871,55.684403,0,0,240,-0.03,,,,,,,,,,,,,,,,,,,,,,
13.056998,55.684192,0,0,241,-0.03,,,,,,,,,,,,,,,,,,,,,,
13.057267,55.683838,0,0,242,-0.17,,,,,,,,,,,,,,,,,,,,,,
13.057401,55.683576,0,0,243,-0.5,,,,,,,,,,,,,,,,,,,,,,
13.057665,55.683277,0,0,244,-0.81,,,,,,,,,,,,,,,,,,,,,,
13.057849,55.683115,0,0,245,-0.83,,,,,,,,,,,,,,,,,,,,,,
13.058047,55.683117,0,0,246,-1.28,,,,,,,,,,,,,,,,,,,,,,
13.058489,55.682732,0,0,247,-0.88,,,,,,,,,,,,,,,,,,,,,,
